session_id,timestamp,action,engine_decision,reason,confidence,close,selected_style,regime
BACKTEST_20260118_214047,2025-03-21 13:00:00,HOLD,EXECUTED,"Style ITC selected because trending structure with shallow retracement aligns; REMR rejected due to no extreme location, ORE/VBD/LSRM ineligible.",0.62,23387.599609375,ITC,
BACKTEST_20260118_214047,2025-03-21 13:15:00,HOLD,EXECUTED,Style ITC selected because trend continuation setup present. Rejected ORE/REMR/VBD/LSRM because ineligible or insufficient confidence.,0.25,23362.75,ITC,
BACKTEST_20260118_214047,2025-03-21 13:30:00,HOLD,EXECUTED,Style ITC selected because trend_up with shallow retracement aligns; REMR rejected due to no extreme location; ORE rejected as session not early.,0.67,23346.650390625,ITC,
BACKTEST_20260118_214047,2025-03-21 13:45:00,HOLD,EXECUTED,Style ITC selected because trending structure with shallow retracement aligns. REMR rejected due to no extreme location. ORE rejected as session not early.,0.38,23306.849609375,ITC,
BACKTEST_20260118_214047,2025-03-21 14:00:00,HOLD,BLOCKED,No real volatility expansion,0.95,23329.44921875,ITC,
BACKTEST_20260118_214047,2025-03-21 14:15:00,HOLD,BLOCKED,No real volatility expansion,0.9199999999999999,23355.25,ITC,
BACKTEST_20260118_214047,2025-03-21 14:30:00,HOLD,BLOCKED,No real volatility expansion,0.6,23361.44921875,ITC,
BACKTEST_20260118_214047,2025-03-21 14:45:00,HOLD,BLOCKED,No real volatility expansion,0.95,23340.0,ITC,
BACKTEST_20260118_214047,2025-03-21 15:00:00,HOLD,BLOCKED,Late session (>14:45) — no statistical edge,0.75,23339.5,INTRADAY_TREND_CONTINUATION,
BACKTEST_20260118_214047,2025-03-21 15:15:00,HOLD,EXECUTED,Late session safety: Setup lacks required micro/economic strength.,0.85,23345.5,ITC,
BACKTEST_20260118_214047,2025-03-24 09:30:00,BUY_CALL,MODIFIED,Style Geometry (ORE),0.78,23454.900390625,ORE,
BACKTEST_20260118_214047,2025-03-24 09:45:00,HOLD,EXECUTED,Style ORE selected because price expanding from OR High/Low. Rejected REMR because location not extreme. No eligible style met confidence threshold.,0.5,23502.650390625,NONE,
BACKTEST_20260118_214047,2025-03-24 10:00:00,HOLD,EXECUTED,Style ORE rejected due to false eligibility; REMR ineligible; ITC not triggered; VBD requires compression break; LSRM time-ineligible. No style satisfied structural or confidence thresholds.,0.25,23550.19921875,NONE,
BACKTEST_20260118_214047,2025-03-24 10:15:00,HOLD,EXECUTED,Market cooling period (10:00-10:30),0.5,23559.05078125,NONE,
BACKTEST_20260118_214047,2025-03-24 10:30:00,HOLD,EXECUTED,Market cooling period (10:00-10:30),0.25,23560.0,NONE,
BACKTEST_20260118_214047,2025-03-24 10:45:00,BUY_CALL,MODIFIED,Style Geometry (ITC),0.8800000000000001,23590.849609375,ITC,
BACKTEST_20260118_214047,2025-03-24 11:00:00,HOLD,EXECUTED,Style ITC selected because trend continuation setup with shallow retracement aligns; REMR rejected due to no extreme location; ORE rejected as not early expansion phase.,0.25,23630.19921875,ITC,
BACKTEST_20260118_214047,2025-03-24 11:15:00,HOLD,EXECUTED,Style ITC selected because trending structure with shallow retracement aligns. REMR rejected due to no extreme location. ORE rejected as not early expansion phase.,0.68,23602.25,ITC,
BACKTEST_20260118_214047,2025-03-24 11:30:00,HOLD,EXECUTED,"Style ITC selected because trending structure with shallow retracement aligns; REMR rejected due to no extreme location, ORE rejected as not early expansion.",0.58,23626.69921875,ITC,
BACKTEST_20260118_214047,2025-03-24 11:45:00,HOLD,EXECUTED,Style ITC selected because trending structure with shallow retracement aligns. REMR rejected due to no extreme location. ORE rejected as not early expansion phase.,0.5,23609.80078125,ITC,
BACKTEST_20260118_214047,2025-03-24 12:00:00,HOLD,EXECUTED,Style ITC selected because trending structure with shallow retracement aligns. REMR rejected due to no extreme location. ORE rejected as not early expansion phase.,0.35,23613.94921875,ITC,
BACKTEST_20260118_214047,2025-03-24 12:15:00,HOLD,EXECUTED,Style ITC selected because trend continuation setup with shallow retracement and volume alignment. REMR rejected because no extreme location identified. ORE rejected due to non-expansion phase.,0.5,23638.900390625,ITC,
BACKTEST_20260118_214047,2025-03-24 12:30:00,HOLD,EXECUTED,"Style ITC selected because trending structure with shallow retracement aligns; REMR rejected due to no extreme location, ORE/VBD/LSRM ineligible.",0.5,23635.5,ITC,
BACKTEST_20260118_214047,2025-03-24 12:45:00,HOLD,EXECUTED,Style ITC selected because trend_up with shallow retracement aligns. REMR rejected due to no extreme location. ORE rejected as session not opening. VBD rejected for low volatility break. LSRM not in late session.,0.25,23642.849609375,ITC,
BACKTEST_20260118_214047,2025-03-24 13:00:00,HOLD,EXECUTED,Style ITC selected because trend_up with shallow retracement aligns. REMR rejected due to no extreme location. ORE rejected as not early expansion.,0.25,23632.349609375,ITC,
BACKTEST_20260118_214047,2025-03-24 13:15:00,HOLD,EXECUTED,Style ITC selected because trending structure with shallow retracement aligns. REMR rejected due to no extreme location. ORE rejected as not early expansion phase.,0.25,23650.900390625,ITC,
BACKTEST_20260118_214047,2025-03-24 13:30:00,HOLD,EXECUTED,Style ITC selected because trending structure with shallow retracement aligns. REMR rejected due to no extreme location. ORE rejected as not early expansion phase.,0.25,23658.599609375,ITC,
BACKTEST_20260118_214047,2025-03-24 13:45:00,HOLD,EXECUTED,Style ITC selected because trend continuation setup present. Rejected ORE/REMR/VBD/LSRM because eligibility false.,0.25,23638.5,ITC,
BACKTEST_20260118_214047,2025-03-24 14:00:00,HOLD,EXECUTED,Style ITC selected because trending structure with shallow retracement aligns. REMR rejected due to no extreme location. ORE rejected as session is LATE but eligibility false.,0.25,23671.849609375,ITC,
BACKTEST_20260118_214047,2025-03-24 14:15:00,HOLD,EXECUTED,Style ITC selected because trending structure with shallow retracement aligns; REMR rejected due to no extreme location; ORE and VBD ineligible.,0.25,23688.44921875,ITC,
BACKTEST_20260118_214047,2025-03-24 14:30:00,HOLD,EXECUTED,Style ITC selected because trend continuation setup aligns with breakout structure. REMR rejected due to lack of extreme location; ORE and VBD ineligible.,0.52,23674.94921875,ITC,
BACKTEST_20260118_214047,2025-03-24 14:45:00,HOLD,EXECUTED,"Style ITC selected because trend continuation setup present. Rejected ORE, REMR, VBD, LSRM because ineligible or timing invalid.",0.25,23670.75,ITC,
BACKTEST_20260118_214047,2025-03-24 15:00:00,HOLD,EXECUTED,Style ITC selected because trending structure with shallow retracement aligns; REMR rejected due to no extreme location; ORE and VBD ineligible.,0.25,23635.099609375,ITC,
BACKTEST_20260118_214047,2025-03-24 15:15:00,HOLD,EXECUTED,Late session safety: Setup lacks required micro/economic strength.,0.68,23661.19921875,ITC,
BACKTEST_20260118_214047,2025-03-25 09:30:00,HOLD,EXECUTED,Style ORE rejected due to false eligibility; REMR ineligible; ITC ineligible; VBD ineligible; LSRM not in late session. No eligible style meets structural alignment threshold.,0.5,23760.0,NONE,
BACKTEST_20260118_214047,2025-03-25 09:45:00,HOLD,EXECUTED,Style ORE rejected due to false eligibility; REMR ineligible; ITC ineligible; VBD ineligible; LSRM not in late session. No style satisfied structural alignment.,0.25,23810.849609375,NONE,
BACKTEST_20260118_214047,2025-03-25 10:00:00,BUY_CALL,MODIFIED,Style Geometry (ORE),0.8200000000000001,23833.0,ORE,
BACKTEST_20260118_214047,2025-03-25 10:15:00,HOLD,EXECUTED,Market cooling period (10:00-10:30),0.25,23798.19921875,NONE,
BACKTEST_20260118_214047,2025-03-25 10:30:00,HOLD,EXECUTED,Market cooling period (10:00-10:30),0.5,23781.05078125,NONE,
BACKTEST_20260118_214047,2025-03-25 10:45:00,HOLD,EXECUTED,Style ORE rejected due to false eligibility; REMR ineligible; ITC ineligible; VBD ineligible; LSRM not in late session. No style satisfied structural alignment.,0.5,23739.599609375,NONE,
BACKTEST_20260118_214047,2025-03-25 11:00:00,HOLD,EXECUTED,Style ORE rejected due to false eligibility; REMR ineligible; ITC ineligible; VBD ineligible; LSRM not in late session. No style satisfies eligibility matrix or confidence threshold.,0.0,23698.94921875,NONE,
BACKTEST_20260118_214047,2025-03-25 11:15:00,HOLD,EXECUTED,Style REMR eligible but confidence below minimum threshold of 0.45. Other styles not eligible.,0.25,23712.05078125,NONE,
BACKTEST_20260118_214047,2025-03-25 11:30:00,HOLD,EXECUTED,Style ORE rejected due to false eligibility; REMR ineligible; ITC ineligible; VBD ineligible; LSRM not in late session. No style satisfied structural alignment threshold.,0.25,23683.849609375,NONE,
BACKTEST_20260118_214047,2025-03-25 11:45:00,HOLD,EXECUTED,Style ITC selected because trending structure with shallow retracement aligns. REMR rejected due to no extreme location; ORE not eligible.,0.48,23644.900390625,ITC,
BACKTEST_20260118_214047,2025-03-25 12:00:00,HOLD,EXECUTED,Style ORE rejected due to false eligibility; REMR ineligible; ITC ineligible; VBD ineligible; LSRM not in late session. No style satisfies eligibility matrix or confidence threshold.,0.0,23705.849609375,NONE,
BACKTEST_20260118_214047,2025-03-25 12:15:00,HOLD,EXECUTED,"Style ORE rejected due to false eligibility; REMR rejected due to missing location context and no clear stall at S/P/R; ITC, VBD, LSRM ineligible per matrix; confidence below minimum thresholds for all tradable styles.",0.25,23659.599609375,NONE,
BACKTEST_20260118_214047,2025-03-25 12:30:00,HOLD,EXECUTED,Style ORE rejected due to false eligibility; REMR ineligible; ITC ineligible; VBD ineligible; LSRM not in late session. No eligible style meets structural or confidence thresholds.,0.0,23672.44921875,NONE,
BACKTEST_20260118_214047,2025-03-25 12:45:00,HOLD,EXECUTED,Style ORE rejected due to false expansion; REMR rejected for no extreme location; ITC rejected for weak trend; VBD rejected for low volatility break; LSRM not in late session.,0.0,23701.25,NONE,
BACKTEST_20260118_214047,2025-03-25 13:00:00,HOLD,EXECUTED,No style eligible per matrix; cannot trade.,0.0,23677.150390625,NONE,
BACKTEST_20260118_214047,2025-03-25 13:15:00,HOLD,BLOCKED,Low R:R (1.8),0.75,23656.349609375,INTRADAY_TREND_CONTINUATION,
BACKTEST_20260118_214047,2025-03-25 13:30:00,HOLD,EXECUTED,Style eligibility all false; no eligible style to trade.,0.25,23679.5,NONE,
BACKTEST_20260118_214047,2025-03-25 13:45:00,HOLD,EXECUTED,Style ORE rejected due to false eligibility; REMR ineligible; ITC ineligible; VBD ineligible; LSRM disabled after 14:30 rule. No style satisfied structural or economic thresholds.,0.25,23729.19921875,NONE,
BACKTEST_20260118_214047,2025-03-25 14:00:00,HOLD,EXECUTED,Style eligibility matrix all false; no eligible style to trade.,0.0,23724.30078125,NONE,
BACKTEST_20260118_214047,2025-03-25 14:15:00,HOLD,EXECUTED,"Style [REMR] eligible but confidence (0.25) below minimum (0.45). Rejected ORE, ITC, VBD due to false eligibility flags.",0.25,23722.650390625,NONE,
BACKTEST_20260118_214047,2025-03-25 14:30:00,HOLD,EXECUTED,"Style [LATE_SESSION_RISK_OFF] selected because Time >=14:30 blocks new positions. Rejected [OPENING_RANGE_EXPANSION, RANGE_EXTREME_MEAN_REVERSION, INTRADAY_TREND_CONTINUATION, VOLATILITY_BREAK] because Style Eligibility Matrix is false.",0.25,23724.400390625,NONE,
BACKTEST_20260118_214047,2025-03-25 14:45:00,HOLD,EXECUTED,Style LSRM active; no new positions allowed after 14:30.,0.0,23692.05078125,NONE,
BACKTEST_20260118_214047,2025-03-25 15:00:00,HOLD,EXECUTED,Style [LATE_SESSION_RISK_OFF] selected because Time >=14:30 blocks new positions. Rejected all others due to eligibility false.,0.0,23679.599609375,NONE,
BACKTEST_20260118_214047,2025-03-25 15:15:00,HOLD,EXECUTED,Style LSRM triggered but time is 15:15 (>=14:30) so no new positions allowed. All other styles are ineligible per matrix.,0.0,23669.0,NONE,
BACKTEST_20260118_214047,2025-03-26 09:30:00,HOLD,EXECUTED,Style ORE rejected due to false eligibility; REMR ineligible; ITC ineligible; VBD ineligible; LSRM not in late session. No style satisfied eligibility matrix.,0.0,23684.150390625,NONE,
BACKTEST_20260118_214047,2025-03-26 09:45:00,HOLD,EXECUTED,Style ORE rejected due to false eligibility; REMR ineligible; ITC ineligible; VBD ineligible; LSRM not in late session. No style satisfies eligibility matrix or confidence threshold.,0.0,23653.150390625,NONE,
BACKTEST_20260118_214047,2025-03-26 10:00:00,HOLD,EXECUTED,"Style ORE rejected due to false eligibility; REMR ineligible; ITC ineligible; VBD ineligible; LSRM not in late session. No style satisfied eligibility matrix, thus HOLD.",0.0,23666.44921875,NONE,
BACKTEST_20260118_214047,2025-03-26 10:15:00,HOLD,EXECUTED,Market cooling period (10:00-10:30),0.0,23684.05078125,NONE,
BACKTEST_20260118_214047,2025-03-26 10:30:00,HOLD,EXECUTED,Market cooling period (10:00-10:30),0.5,23698.19921875,NONE,
BACKTEST_20260118_214047,2025-03-26 10:45:00,HOLD,EXECUTED,Style ORE rejected due to false eligibility; REMR ineligible; ITC ineligible; VBD ineligible; LSRM not in late session. No eligible style meets structural alignment threshold.,0.5,23697.94921875,NONE,
BACKTEST_20260118_214047,2025-03-26 11:00:00,HOLD,EXECUTED,Style ORE rejected due to false eligibility; REMR ineligible; ITC ineligible; VBD ineligible; LSRM not in late session. No style satisfied structural alignment.,0.5,23638.05078125,NONE,
BACKTEST_20260118_214047,2025-03-26 11:15:00,HOLD,EXECUTED,Style REMR eligible but confidence below minimum threshold of 0.45; other styles not eligible.,0.25,23648.05078125,NONE,
BACKTEST_20260118_214047,2025-03-26 11:30:00,HOLD,EXECUTED,Style eligibility all false; no style selected. Confidence below minimum for any style.,0.25,23662.650390625,NONE,
BACKTEST_20260118_214047,2025-03-26 11:45:00,HOLD,EXECUTED,Style ORE rejected due to false eligibility; REMR ineligible; ITC ineligible; VBD ineligible; LSRM not in late session. No style satisfied structural alignment.,0.5,23629.5,NONE,
BACKTEST_20260118_214047,2025-03-26 12:00:00,HOLD,EXECUTED,Style ITC selected because trend continuation possible. Rejected ORE/REMR/VBD/LSRM because eligibility false.,0.25,23582.30078125,ITC,
BACKTEST_20260118_214047,2025-03-26 12:15:00,HOLD,EXECUTED,"Style ITC selected because trend continuation possible. Rejected ORE, REMR, VBD, LSRM due to eligibility false.",0.25,23591.650390625,ITC,
BACKTEST_20260118_214047,2025-03-26 12:30:00,HOLD,EXECUTED,Style ORE rejected due to false eligibility; REMR ineligible; ITC ineligible; VBD ineligible; LSRM not in late session. No style satisfies eligibility matrix at 12:30 IST.,0.5,23618.05078125,NONE,
BACKTEST_20260118_214047,2025-03-26 12:45:00,HOLD,EXECUTED,Style ORE rejected due to false eligibility; REMR ineligible; ITC ineligible; VBD ineligible; LSRM not in late session. No style satisfied structural or confidence thresholds.,0.25,23633.150390625,NONE,
BACKTEST_20260118_214047,2025-03-26 13:00:00,HOLD,EXECUTED,Style ITC selected because trending pullback setup aligns with shallow retracement and volume behavior. REMR rejected due to no extreme location; ORE/VBD/LSRM ineligible.,0.5,23596.849609375,ITC,
BACKTEST_20260118_214047,2025-03-26 13:15:00,HOLD,EXECUTED,Style ITC selected because trending pullback setup aligns with shallow retracement and volume behavior. REMR rejected due to no extreme location; ORE rejected as session not opening.,0.5,23545.0,ITC,
BACKTEST_20260118_214047,2025-03-26 13:30:00,HOLD,EXECUTED,Style ITC selected because trending structure with shallow retracement aligns. REMR rejected due to no extreme location. ORE rejected as not early expansion phase.,0.5,23545.55078125,ITC,
BACKTEST_20260118_214047,2025-03-26 13:45:00,HOLD,EXECUTED,"Style ITC selected because trend continuation possible. Rejected ORE, REMR, VBD, LSRM due to eligibility false.",0.25,23505.44921875,ITC,
BACKTEST_20260118_214047,2025-03-26 14:00:00,HOLD,EXECUTED,Style ITC selected because trend continuation setup present. Rejected ORE/REMR/VBD/LSRM because eligibility false.,0.45,23551.94921875,ITC,
BACKTEST_20260118_214047,2025-03-26 14:15:00,HOLD,EXECUTED,Style ITC selected because trend continuation setup present. Rejected ORE and REMR because location unknown and volatility break not confirmed.,0.48,23534.599609375,ITC,
BACKTEST_20260118_214047,2025-03-26 14:30:00,HOLD,EXECUTED,"Style ITC selected because trending pullback setup aligns with shallow retracement and volume behavior. REMR rejected due to no extreme location; ORE, VBD, LSRM ineligible.",0.5,23527.25,ITC,
BACKTEST_20260118_214047,2025-03-26 14:45:00,HOLD,EXECUTED,"Style ITC selected because trend continuation possible. Rejected ORE, REMR, VBD, LSRM due to eligibility false.",0.25,23530.55078125,ITC,
BACKTEST_20260118_214047,2025-03-26 15:00:00,HOLD,EXECUTED,Style ITC selected because trending structure with shallow retracement aligns; REMR rejected due to no extreme location; ORE rejected as session is LATE and not expanding.,0.25,23489.69921875,ITC,
BACKTEST_20260118_214047,2025-03-26 15:15:00,HOLD,EXECUTED,Style ITC selected because trending pullback setup aligns with shallow retracement and volume normal. REMR rejected due to no extreme location; ORE rejected as session is LATE.,0.48,23478.599609375,ITC,
BACKTEST_20260118_214047,2025-03-27 09:30:00,HOLD,EXECUTED,Style ORE rejected due to false eligibility; REMR ineligible; ITC ineligible; VBD ineligible; LSRM not in late session. Confidence below minimum thresholds for all styles.,0.25,23525.5,NONE,
BACKTEST_20260118_214047,2025-03-27 09:45:00,HOLD,EXECUTED,Style ORE selected because minutes_since_open=30 aligns with opening range expansion. Rejected REMR because location is UNKNOWN and price not at S/P/R stall.,0.48,23527.75,ORE,
BACKTEST_20260118_214047,2025-03-27 10:00:00,HOLD,EXECUTED,Style ORE rejected due to false eligibility; REMR ineligible; ITC ineligible; VBD ineligible; LSRM not in late session. No style satisfies eligibility matrix.,0.0,23594.650390625,NONE,
BACKTEST_20260118_214047,2025-03-27 10:15:00,HOLD,EXECUTED,Market cooling period (10:00-10:30),0.0,23592.5,NONE,
BACKTEST_20260118_214047,2025-03-27 10:30:00,HOLD,EXECUTED,Market cooling period (10:00-10:30),0.0,23595.80078125,NONE,
BACKTEST_20260118_214047,2025-03-27 10:45:00,HOLD,EXECUTED,No style eligible per matrix; confidence below minimum thresholds for all styles.,0.0,23573.5,NONE,
BACKTEST_20260118_214047,2025-03-27 11:00:00,HOLD,EXECUTED,Style ORE rejected due to false eligibility; REMR ineligible; ITC ineligible; VBD ineligible; LSRM not in late session. Confidence below minimum thresholds for all tradable styles.,0.25,23601.19921875,NONE,
BACKTEST_20260118_214047,2025-03-27 11:15:00,HOLD,EXECUTED,Style ORE rejected due to false eligibility; REMR ineligible; ITC ineligible; VBD ineligible; LSRM not in late session. No style meets structural or confidence thresholds.,0.0,23594.55078125,NONE,
BACKTEST_20260118_214047,2025-03-27 11:30:00,BUY_CALL,MODIFIED,Style Geometry (VBD),0.95,23589.94921875,VBD,
BACKTEST_20260118_214047,2025-03-27 11:45:00,HOLD,EXECUTED,Style ITC selected because trending structure with normal retracement aligns; REMR rejected due to no extreme location.,0.75,23613.94921875,ITC,
BACKTEST_20260118_214047,2025-03-27 12:00:00,HOLD,EXECUTED,Style eligibility all false; no style selected. REMR rejected due to missing location context and confidence below 0.45 threshold.,0.25,23584.94921875,NONE,
BACKTEST_20260118_214047,2025-03-27 12:15:00,HOLD,EXECUTED,VBD eligible but confidence below minimum threshold.,0.35,23584.75,VBD,
BACKTEST_20260118_214047,2025-03-27 12:30:00,HOLD,EXECUTED,(System Fixed) Invalid Entry Signal while Position Open.,0.85,23577.400390625,VBD,
BACKTEST_20260118_214047,2025-03-27 12:45:00,HOLD,EXECUTED,(System Fixed) Invalid Entry Signal while Position Open.,0.88,23601.0,VBD,
BACKTEST_20260118_214047,2025-03-27 13:00:00,HOLD,EXECUTED,Style ORE rejected due to false eligibility; REMR ineligible; ITC ineligible; VBD ineligible; LSRM not in late session. No style satisfies eligibility matrix or confidence threshold.,0.0,23596.19921875,NONE,
BACKTEST_20260118_214047,2025-03-27 13:15:00,HOLD,EXECUTED,(System Fixed) Invalid Entry Signal while Position Open.,0.85,23588.94921875,VBD,
BACKTEST_20260118_214047,2025-03-27 13:30:00,HOLD,EXECUTED,Style VBD selected because volatility break confirmed. Rejected ORE/REMR/ITC/LSRM due to eligibility false.,0.68,23604.75,VBD,
BACKTEST_20260118_214047,2025-03-27 13:45:00,HOLD,EXECUTED,"Style ITC selected because trending structure with shallow retracement aligns; REMR rejected due to no extreme location, ORE rejected as session not early.",0.68,23607.099609375,ITC,
BACKTEST_20260118_214047,2025-03-27 14:00:00,HOLD,EXECUTED,Style ITC selected because trend continuation setup with shallow retracement and volume alignment. Rejected ORE/REMR/VBD/LSRM due to eligibility false or style constraints.,0.58,23609.150390625,ITC,
BACKTEST_20260118_214047,2025-03-27 14:15:00,HOLD,EXECUTED,Style ITC selected because trend continuation setup confirmed. Rejected ORE/REMR/VBD/LSRM due to eligibility false.,0.65,23608.19921875,ITC,
BACKTEST_20260118_214047,2025-03-27 14:30:00,HOLD,EXECUTED,"Style [LATE_SESSION_RISK_OFF] selected because Time >=14:30 blocks new positions. Rejected [OPENING_RANGE_EXPANSION, RANGE_EXTREME_MEAN_REVERSION, INTRADAY_TREND_CONTINUATION, VOLATILITY_BREAK] because Style Eligibility Matrix is false.",0.25,23592.75,NONE,
BACKTEST_20260118_214047,2025-03-27 14:45:00,HOLD,EXECUTED,"Style [LATE_SESSION_RISK_OFF] selected because Time >= 14:30 blocks new positions. Rejected [OPENING_RANGE_EXPANSION, RANGE_EXTREME_MEAN_REVERSION, INTRADAY_TREND_CONTINUATION, VOLATILITY_BREAK] because Style Eligibility Matrix is false.",0.25,23605.900390625,NONE,
BACKTEST_20260118_214047,2025-03-27 15:00:00,HOLD,EXECUTED,"Style LSRM active, no new positions allowed after 14:30. Rejected ORE, REMR, ITC, VBD because session phase is LATE and they require earlier structure or volume conditions not met.",0.25,23600.80078125,NONE,
BACKTEST_20260118_214047,2025-03-27 15:15:00,HOLD,EXECUTED,Style [LATE_SESSION_RISK_OFF] selected because Time >=14:30 blocks new positions. Rejected all others due to eligibility false.,0.0,23587.25,NONE,
BACKTEST_20260118_214047,2025-03-28 09:30:00,HOLD,EXECUTED,Style ORE rejected due to false eligibility; REMR ineligible; ITC ineligible; VBD ineligible; LSRM not in late session. No style satisfied structural or confidence thresholds.,0.0,23543.30078125,NONE,
BACKTEST_20260118_214047,2025-03-28 09:45:00,HOLD,EXECUTED,Style ORE rejected due to false eligibility; REMR ineligible; ITC ineligible; VBD ineligible; LSRM not in late session. No eligible style meets structural alignment threshold.,0.0,23534.400390625,NONE,
BACKTEST_20260118_214047,2025-03-28 10:00:00,HOLD,EXECUTED,Style ORE rejected due to false eligibility; REMR ineligible; ITC ineligible; VBD ineligible; LSRM not in late session. No style satisfied eligibility matrix.,0.0,23563.19921875,NONE,
BACKTEST_20260118_214047,2025-03-28 10:15:00,HOLD,EXECUTED,Market cooling period (10:00-10:30),0.25,23535.599609375,NONE,
BACKTEST_20260118_214047,2025-03-28 10:30:00,HOLD,EXECUTED,Market cooling period (10:00-10:30),0.25,23626.75,NONE,
BACKTEST_20260118_214047,2025-03-28 10:45:00,BUY_CALL,MODIFIED,Style Geometry (ITC),0.7833333333333334,23643.30078125,ITC,
BACKTEST_20260118_214047,2025-03-28 11:00:00,HOLD,EXECUTED,Style eligibility all false; no style selected. Confidence below minimum for any style.,0.25,23613.5,NONE,
BACKTEST_20260118_214047,2025-03-28 11:15:00,HOLD,EXECUTED,No style eligible per matrix; cannot trade.,0.0,23583.349609375,NONE,
BACKTEST_20260118_214047,2025-03-28 11:30:00,HOLD,EXECUTED,Style ORE rejected due to false eligibility; REMR ineligible; ITC ineligible; VBD ineligible; LSRM not in late session. No style satisfies eligibility matrix or confidence threshold.,0.0,23572.30078125,NONE,
BACKTEST_20260118_214047,2025-03-28 11:45:00,HOLD,EXECUTED,No style eligible per matrix; cannot trade.,0.0,23578.150390625,NONE,
BACKTEST_20260118_214047,2025-03-28 12:00:00,HOLD,EXECUTED,"Style [REMR] eligible but confidence (0.25) below minimum (0.45). Rejected ORE, ITC, VBD due to false eligibility or insufficient structural alignment.",0.25,23588.19921875,NONE,
BACKTEST_20260118_214047,2025-03-28 12:15:00,HOLD,EXECUTED,Style ORE rejected due to false eligibility; REMR ineligible; ITC ineligible; VBD ineligible; LSRM not in late session. No style satisfied structural or confidence thresholds.,0.25,23557.849609375,NONE,
BACKTEST_20260118_214047,2025-03-28 12:30:00,HOLD,EXECUTED,Style ITC selected because trend continuation possible. Rejected ORE/REMR/VBD/LSRM due to eligibility false.,0.25,23491.5,ITC,
BACKTEST_20260118_214047,2025-03-28 12:45:00,HOLD,EXECUTED,No style eligible per matrix; confidence below minimum thresholds for all styles.,0.0,23515.849609375,NONE,
BACKTEST_20260118_214047,2025-03-28 13:00:00,HOLD,EXECUTED,Style ITC selected because trending structure present. Rejected ORE/REMR/VBD/LSRM because eligibility false.,0.25,23473.849609375,ITC,
BACKTEST_20260118_214047,2025-03-28 13:15:00,HOLD,EXECUTED,Style ITC selected because trending structure with shallow retracement aligns. REMR rejected due to no extreme location. ORE rejected as not early expansion phase.,0.5,23485.900390625,ITC,
BACKTEST_20260118_214047,2025-03-28 13:30:00,HOLD,EXECUTED,Style ORE rejected due to false eligibility; REMR ineligible; ITC ineligible; VBD ineligible; LSRM disabled after 14:30. No style satisfies eligibility matrix or confidence threshold.,0.5,23516.650390625,NONE,
BACKTEST_20260118_214047,2025-03-28 13:45:00,HOLD,EXECUTED,Style ITC selected because trend continuation setup present. Rejected ORE/REMR/VBD/LSRM because eligibility false.,0.52,23464.44921875,ITC,
BACKTEST_20260118_214047,2025-03-28 14:00:00,HOLD,EXECUTED,Style ITC selected because trending structure with shallow retracement aligns. REMR rejected due to no extreme location. ORE rejected as session not early.,0.52,23455.80078125,ITC,
BACKTEST_20260118_214047,2025-03-28 14:15:00,HOLD,EXECUTED,Style ORE rejected due to false eligibility; REMR ineligible; ITC ineligible; VBD ineligible; LSRM disabled after 14:30. Confidence below minimum thresholds for all styles.,0.25,23518.900390625,NONE,
BACKTEST_20260118_214047,2025-03-28 14:30:00,HOLD,EXECUTED,"Style LSRM selected because Time >=14:30 blocks new positions. Rejected ORE, REMR, ITC, VBD because Style Eligibility Matrix false.",0.5,23545.69921875,NONE,
BACKTEST_20260118_214047,2025-03-28 14:45:00,HOLD,EXECUTED,Style [LATE_SESSION_RISK_OFF] selected because Time >=14:30 blocks new positions. Rejected all others due to eligibility false or confidence below minimum.,0.0,23581.80078125,NONE,
BACKTEST_20260118_214047,2025-03-28 15:00:00,HOLD,EXECUTED,LATE_SESSION_RISK_OFF active at 15:00 IST; no new positions allowed per Style Eligibility Matrix.,0.5,23529.599609375,NONE,
BACKTEST_20260118_214047,2025-03-28 15:15:00,HOLD,EXECUTED,"Style LSRM active, no eligible styles; confidence below minimum.",0.25,23497.099609375,NONE,
BACKTEST_20260118_214047,2025-04-01 09:30:00,BUY_PUT,EXECUTED,"(Confirmed Trend: BEARISH, Acceptance ✓) Counter-Trend Signal Blocked (Attempted BUY_CALL during BEARISH Break)",0.75,23514.400390625,INTRADAY_TREND_CONTINUATION,
BACKTEST_20260118_214047,2025-04-01 09:45:00,HOLD,EXECUTED,No style eligible per matrix; confidence below minimum thresholds for all styles.,0.0,23543.400390625,NONE,
BACKTEST_20260118_214047,2025-04-01 10:00:00,HOLD,EXECUTED,Style ORE rejected due to false eligibility; REMR ineligible; ITC ineligible; VBD ineligible; LSRM not in late session. No style satisfied structural or confidence thresholds.,0.25,23479.599609375,NONE,
BACKTEST_20260118_214047,2025-04-01 10:15:00,HOLD,EXECUTED,Market cooling period (10:00-10:30),0.5,23480.150390625,NONE,
BACKTEST_20260118_214047,2025-04-01 10:30:00,HOLD,EXECUTED,Market cooling period (10:00-10:30),0.25,23289.349609375,ITC,
BACKTEST_20260118_214047,2025-04-01 10:45:00,HOLD,EXECUTED,Style ITC selected because trend continuation possible. Rejected ORE/REMR/VBD/LSRM because eligibility false.,0.25,23307.400390625,ITC,
